"ID","Binomial","Replicate","Citation","Class","Order","Family","Genus","Species","Subspecies","Authority","Common_name","Location","Country","All_countries","Region","IPBES_region","IPBES_subregion","Latitude","Longitude","Specific_location","System","T_realm","T_biome","FW_realm","FW_biome","M_realm","M_ocean","M_biome","Migratory_fw_fish","Units","Method","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"ANDS","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Andersen Island","Antarctica","Antarctica","Antarctic",NA,NA,"-67.4353","63.3572","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANNE","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Cape Anne","Antarctica","Antarctica","Antarctic",NA,NA,"-73.617","169.85","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"557",NA,"383",NA,NA,"346",NA,"369",NA,NA,"160",NA,"171",NA,NA,NA,"273",NA,NA,NA,"139",NA,NA,NA,NA,NA,NA,"522",NA,NA,NA,NA,NA,NA,NA,NA
"ARDL","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Ardley Island","Antarctica","Antarctica","Antarctic",NA,NA,"-62.213","-58.933","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"811","960","1314",NA,"1074","1331","929","1160",NA,NA,NA,NA,NA,NA,NA,"1095","1226","923","1173","1192","974","880","780","771","559","409","334",NA,NA,NA,NA,NA,NA,NA,NA,"260",NA,NA,NA,NA,NA,NA,NA
"ARTH","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Arthurson Ridge","Antarctica","Antarctica","Antarctic",NA,NA,"-69.3634","158.5109","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AUST","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Auster Islands","Antarctica","Antarctica","Antarctic",NA,NA,"-67.39","63.98","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AVIA","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Avian Island","Antarctica","Antarctica","Antarctic",NA,NA,"-67.7732","-68.8855","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77515",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BACK","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Backer Islands","Antarctica","Antarctica","Antarctic",NA,NA,"-74.4112","-102.5515","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"465",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BALA","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Balaena Islands","Antarctica","Antarctica","Antarctic",NA,NA,"-66.0158","111.0688","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BARC","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Barcroft Islands","Antarctica","Antarctica","Antarctic",NA,NA,"-66.4575","-67.1397","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211",NA,NA,NA,NA,NA,NA,NA,NA,NA
"BATT","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Cape Batterbee","Antarctica","Antarctica","Antarctic",NA,NA,"-65.842","53.8129","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30746",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEAG","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Beagle Island","Antarctica","Antarctica","Antarctic",NA,NA,"-63.4139","-54.6675","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96892",NA,NA,NA,NA,"284535",NA,NA,NA,NA,NA,NA
"BEAN","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Beaufort Island North","Antarctica","Antarctica","Antarctic",NA,NA,"-76.9288","166.881","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"460","491",NA,NA,"544",NA,"957",NA,NA,"989",NA,NA,NA,NA,NA,NA,NA,NA
"BEAU","Pygoscelis_adeliae","0","Humphries, G., Naveen, R., Schwaller, M., Che-Castaldo, C., McDowall, P., Schrimpf, M., & Lynch, H. (2017). Mapping Application for Penguin Populations and Projected Dynamics (MAPPPD): Data and tools for dynamic management and decision support. Polar Record, 53(2), 160-166. doi:10.1017/S0032247417000055","Aves","Sphenisciformes","Speniscidae","Pygoscelis","adeliae",NA,"(Hombron & Jacquinot, 1841)","Adelie penguin","Beaufort Island","Antarctica","Antarctica","Antarctic",NA,NA,"-76.9694","166.8978","1","Marine",NA,NA,NA,NA,"South temperate and Antarctic","Southern Ocean","Unknown","0","Nests","Various methods (often including both ground counts and aerial counts), see source",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40625","36741","39985","53079","46001","43336","42561","27953","37668","36155",NA,NA,NA,"21147",NA,"21285",NA,NA,NA,NA,NA,"47725","52335","48039",NA,"45561",NA,"63760",NA,NA,"70468",NA,NA,NA,NA,NA,NA,NA,NA
