id,species_id,site_id,season,site_name,ccamlr_id,latitude,longitude,w_1,w_2,obs_1,obs_2,lza_mean,lza_sd,l_a_median,l_a_mean,l_a_sd
m-7qaxqvjwww9l,ADPE,ACUN,1985,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.297473589837387,0.75303230038275,1.0476632435613327,1.0909565894752113,0.2962414645522073
m-7qaxqvjwww9l,ADPE,ACUN,1986,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.349234119237766,0.7035112548057645,1.0360619369682407,1.071070232774817,0.2865179861749051
m-7qaxqvjwww9l,ADPE,ACUN,1987,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.383250283459616,0.6548417472687716,1.0533186671543282,1.090658040123704,0.2946971034192889
m-7qaxqvjwww9l,ADPE,ACUN,1988,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.4347064682995505,0.5978588954644354,1.0326464493447527,1.0643053100844446,0.2820275564893728
m-7qaxqvjwww9l,ADPE,ACUN,1989,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.462850076016239,0.5348471491809664,1.028596967822105,1.0674415475157728,0.2876307410873401
m-7qaxqvjwww9l,ADPE,ACUN,1990,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.493098458116518,0.4721541790202227,1.041155762570614,1.083449065029215,0.2964012052602745
m-7qaxqvjwww9l,ADPE,ACUN,1991,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.537266934306603,0.386329099712916,1.0268589468519007,1.0663411592140752,0.2917791174755616
m-7qaxqvjwww9l,ADPE,ACUN,1992,Acuna Island,48.2,-60.7612,-44.637,1,1,0,1,7.565619654600065,0.2693281240376385,1.0488429817564477,1.0783058818005822,0.2925497485364286
m-7qaxqvjwww9l,ADPE,ACUN,1993,Acuna Island,48.2,-60.7612,-44.637,1,1,1,1,7.605248949432257,0.02491176557847816,0.9559719280380081,0.9562360011890654,0.03315059223666921
m-7qaxqvjwww9l,ADPE,ACUN,1994,Acuna Island,48.2,-60.7612,-44.637,1,1,1,0,7.559897421243732,0.024289245092645403,1.0184152690196195,1.0530740518627577,0.2692074703839972
m-7qaxqvjwww9l,ADPE,ACUN,1995,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.580011648405685,0.251907396991562,0.9927682635244155,1.020221367097379,0.2580131307362883
m-7qaxqvjwww9l,ADPE,ACUN,1996,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.568747559647877,0.3324089299600945,1.0154593190222647,1.0496376012995872,0.2644743435515876
m-7qaxqvjwww9l,ADPE,ACUN,1997,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.5862460733761194,0.3867968981994876,1.0150793897535766,1.0482437124714017,0.2685248850217926
m-7qaxqvjwww9l,ADPE,ACUN,1998,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.601891627417297,0.4130068013276464,0.9918500041300116,1.0270695368910197,0.2671450306433393
m-7qaxqvjwww9l,ADPE,ACUN,1999,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.5958164763967195,0.4257580681684379,0.9792417834901821,1.0097050952218802,0.26045458293365853
m-7qaxqvjwww9l,ADPE,ACUN,2000,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.573429832624176,0.41130378083721747,0.9853879849120425,1.0166457980274692,0.2610711502340445
m-7qaxqvjwww9l,ADPE,ACUN,2001,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.558098463244113,0.38724413418797304,1.0098616263302769,1.0377005386879556,0.26291234450515844
m-7qaxqvjwww9l,ADPE,ACUN,2002,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.56415280793433,0.3411812507604212,0.9790463507117799,1.010267205894666,0.25881720454646534
m-7qaxqvjwww9l,ADPE,ACUN,2003,Acuna Island,48.2,-60.7612,-44.637,1,1,0,1,7.5424179723146185,0.251088628434362,0.9977104475407533,1.0282453787032735,0.26099276512451114
m-7qaxqvjwww9l,ADPE,ACUN,2004,Acuna Island,48.2,-60.7612,-44.637,1,1,1,0,7.539027121870871,0.02484220098279555,0.9971557661287749,1.033652369079307,0.2641658476309981
m-7qaxqvjwww9l,ADPE,ACUN,2005,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.540500787120949,0.2525658329595533,0.9947226477418963,1.0267233820021568,0.26781480845038
m-7qaxqvjwww9l,ADPE,ACUN,2006,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.533848506753953,0.3468206756050126,1.022303680096087,1.0583734088589944,0.27507125371253704
m-7qaxqvjwww9l,ADPE,ACUN,2007,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.558108023469103,0.41166696336645775,1.0440445953333595,1.0792634167875528,0.28277188509227696
m-7qaxqvjwww9l,ADPE,ACUN,2008,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.6011676213938015,0.4598911957154568,1.011181344546535,1.0476665059968508,0.2742979235104006
m-7qaxqvjwww9l,ADPE,ACUN,2009,Acuna Island,48.2,-60.7612,-44.637,1,1,0,1,7.6148115666465825,0.4843280974820322,1.0047026765249591,1.0380953466593212,0.27382381980273335
m-7qaxqvjwww9l,ADPE,ACUN,2010,Acuna Island,48.2,-60.7612,-44.637,1,1,1,0,7.61852404134973,0.5043417769835186,0.9673516331991093,1.001453930497885,0.26815059747124687
m-7qaxqvjwww9l,ADPE,ACUN,2011,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.585111014412411,0.5720731209046903,0.9580908693695724,0.9916637568384727,0.26349578149008585
m-7qaxqvjwww9l,ADPE,ACUN,2012,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.542469070459523,0.6303072988957306,0.9631694440725795,0.997419744131024,0.2667989772483364
m-7qaxqvjwww9l,ADPE,ACUN,2013,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.505402539355311,0.6814764514856259,0.9925277700170836,1.0291768957630865,0.2808031541634353
m-7qaxqvjwww9l,ADPE,ACUN,2014,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.49843282041863,0.7320111047438095,0.9751776802829464,1.0125365121353882,0.273903597644012
m-7qaxqvjwww9l,ADPE,ACUN,2015,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.475773467876343,0.7788628288207257,0.970146493336263,1.0045567933536081,0.2724831152260253
m-7qaxqvjwww9l,ADPE,ACUN,2016,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.44447298539271,0.8236147513651176,0.9711537047448998,1.0062546551001381,0.27331254405355027
m-7qaxqvjwww9l,ADPE,ACUN,2017,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.415198949795124,0.8646004494194957,0.9601376565231808,0.9930153998614534,0.2674378054873746
m-7qaxqvjwww9l,ADPE,ACUN,2018,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.372902978137031,0.9015927118712951,0.9580239097984036,0.9891977179987426,0.26872065550177826
m-7qaxqvjwww9l,ADPE,ACUN,2019,Acuna Island,48.2,-60.7612,-44.637,1,1,0,0,7.326687879899288,0.9356154098257542,0.9673983202238813,0.9999015409281984,0.2711293728636464
m-7qaxqvjwww9l,ADPE,ACUN,2020,Acuna Island,48.2,-60.7612,-44.637,1,NA,0,NA,7.291234262463932,0.9708543651468151,NA,NA,NA
m-7qaxqvjwww9l,ADPE,ADAM,1970,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,3.871897375706326,1.3347263646475895,1.0498926397240254,1.0862669728062586,0.27800404200206613
m-7qaxqvjwww9l,ADPE,ADAM,1971,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,3.923016014002024,1.296597760537321,1.0542946251717153,1.0874840989560406,0.27968012645879425
m-7qaxqvjwww9l,ADPE,ADAM,1972,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,3.974833310439667,1.261006470483684,1.0555845970187363,1.09270291686428,0.28176975610516775
m-7qaxqvjwww9l,ADPE,ADAM,1973,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.031762472307087,1.225802620412701,1.057598314851152,1.0916442231806662,0.27608120689745724
m-7qaxqvjwww9l,ADPE,ADAM,1974,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.088448661005666,1.194277660145809,1.0591659839181653,1.0944558046560753,0.28367210434015383
m-7qaxqvjwww9l,ADPE,ADAM,1975,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.146314814942405,1.1596845822875084,1.0484729857510353,1.0887026539370779,0.28173141949896907
m-7qaxqvjwww9l,ADPE,ADAM,1976,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.19923033492668,1.128047881558665,1.0622381017837847,1.094797200357823,0.28505399055266417
m-7qaxqvjwww9l,ADPE,ADAM,1977,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.257090995486381,1.0969449294582239,1.0539370985355805,1.0877527637845246,0.2797582631412264
m-7qaxqvjwww9l,ADPE,ADAM,1978,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.309362064927608,1.0598343035577413,1.0225841387475225,1.051159837789381,0.264660662382853
m-7qaxqvjwww9l,ADPE,ADAM,1979,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.328359108058897,1.02900690624571,1.0523906195599255,1.0825323246156928,0.2625467194412678
m-7qaxqvjwww9l,ADPE,ADAM,1980,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.379264952953513,0.9994079648402595,1.5655426730876207,1.610525567989494,0.37869012224199916
m-7qaxqvjwww9l,ADPE,ADAM,1981,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.8290675224933235,0.9782754372554325,1.1440378619599896,1.1701710404281527,0.23083350802342398
m-7qaxqvjwww9l,ADPE,ADAM,1982,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.967259374297606,0.9566127671801778,0.9228497697338472,0.9428269078436108,0.19628883555888552
m-7qaxqvjwww9l,ADPE,ADAM,1983,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.887214998843245,0.9411141803173685,1.08069174671049,1.104715369005674,0.22476658969874239
m-7qaxqvjwww9l,ADPE,ADAM,1984,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.966608618717395,0.9190377538692405,0.9649233727927865,0.9888782109212951,0.2013928427364646
m-7qaxqvjwww9l,ADPE,ADAM,1985,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,4.935204409983224,0.9048707555042579,1.2197779050429154,1.2449012270071182,0.2534326332226405
m-7qaxqvjwww9l,ADPE,ADAM,1986,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.134045053693147,0.8863679197411999,1.012382921766926,1.0322340299073223,0.21546893545897747
m-7qaxqvjwww9l,ADPE,ADAM,1987,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.144446946894515,0.8712512140500964,1.26356923827199,1.292909352130082,0.2750133262765888
m-7qaxqvjwww9l,ADPE,ADAM,1988,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.379264929776984,0.8560357978062604,0.8686053958778901,0.8855682928299989,0.1766895442956914
m-7qaxqvjwww9l,ADPE,ADAM,1989,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.238241626606208,0.8330785054286322,0.9707576765478507,0.9892154577922219,0.19607781024985366
m-7qaxqvjwww9l,ADPE,ADAM,1990,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.20827000717957,0.8194639124287626,0.9862813764885953,1.0041111577629835,0.1925522819411392
m-7qaxqvjwww9l,ADPE,ADAM,1991,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.19433672903415,0.7986121943878576,1.0363550399433041,1.0564474694876327,0.20476135673149656
m-7qaxqvjwww9l,ADPE,ADAM,1992,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.230932357609578,0.7769008125147847,1.0542196632231067,1.0750475359336966,0.2111347208422817
m-7qaxqvjwww9l,ADPE,ADAM,1993,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.284319097204799,0.7565796847678306,0.9574115668651293,0.9737081641307352,0.18791830198562928
m-7qaxqvjwww9l,ADPE,ADAM,1994,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.239433419642331,0.7348441517660411,1.0702032581418774,1.0889396710701014,0.20471993303062208
m-7qaxqvjwww9l,ADPE,ADAM,1995,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.307373618546017,0.7169448112387018,1.0187672046018759,1.0370202119308198,0.19641240036295107
m-7qaxqvjwww9l,ADPE,ADAM,1996,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.326144665334855,0.6976113901471344,1.2770407409831794,1.3025345258849197,0.2496143612902467
m-7qaxqvjwww9l,ADPE,ADAM,1997,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.572649973496187,0.6738124551372404,1.1672247495273251,1.1865781004527518,0.2269741825511041
m-7qaxqvjwww9l,ADPE,ADAM,1998,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.725810184483781,0.6514437992414464,1.121245190118529,1.139981304276355,0.21403449610625708
m-7qaxqvjwww9l,ADPE,ADAM,1999,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.839581713144495,0.6291251227642642,0.9999465363300495,1.01950663790657,0.1909444379908858
m-7qaxqvjwww9l,ADPE,ADAM,2000,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.84165883512925,0.6050907761763327,1.064374030578049,1.0854644135509126,0.2025346813296533
m-7qaxqvjwww9l,ADPE,ADAM,2001,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,5.906697112443598,0.5777901193551814,1.2792420265219822,1.303555643411266,0.25001244737252976
m-7qaxqvjwww9l,ADPE,ADAM,2002,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.153665425775253,0.5554452484903984,0.9948460493457244,1.0128178302385111,0.1991013915330695
m-7qaxqvjwww9l,ADPE,ADAM,2003,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.147422064759214,0.5245446009801605,1.1864842857343367,1.2072753646960845,0.23053863194276997
m-7qaxqvjwww9l,ADPE,ADAM,2004,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.317950707832834,0.49655177251725624,0.9352570100274122,0.9523902551744892,0.2041471371558107
m-7qaxqvjwww9l,ADPE,ADAM,2005,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.24656498793157,0.4730335521172835,0.7934093483282336,0.8088549784904875,0.17738869562484735
m-7qaxqvjwww9l,ADPE,ADAM,2006,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.010798173667343,0.44191106430117,1.0477804255688272,1.0758026953181026,0.23773613915254516
m-7qaxqvjwww9l,ADPE,ADAM,2007,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.060071689482217,0.4025593260484159,1.0203312325270502,1.0436893529978546,0.22784184969024107
m-7qaxqvjwww9l,ADPE,ADAM,2008,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,1,6.079666616303329,0.3517888080816952,0.926844396065686,0.9490469079556484,0.21204450207560166
m-7qaxqvjwww9l,ADPE,ADAM,2009,Adams Island,58.4.1,-66.5459,92.5486,1,1,1,1,6.0031435030872995,0.28541283202912215,0.9546608931398415,0.9753332937180741,0.2024977004141454
m-7qaxqvjwww9l,ADPE,ADAM,2010,Adams Island,58.4.1,-66.5459,92.5486,1,1,1,0,5.95709799869863,0.21872995062625386,1.1834414817908887,1.2045438151601584,0.24347746549115054
m-7qaxqvjwww9l,ADPE,ADAM,2011,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.123292768882804,0.29089060839065944,1.339416106527388,1.367033100156148,0.28156584336186063
m-7qaxqvjwww9l,ADPE,ADAM,2012,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.415196384643796,0.35762630063033424,0.9515287824163361,0.9754780909848276,0.2143592817978362
m-7qaxqvjwww9l,ADPE,ADAM,2013,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.366830557534576,0.4154640848505761,0.9079140269204944,0.9307850437602616,0.20668115456271954
m-7qaxqvjwww9l,ADPE,ADAM,2014,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.271075262210633,0.4590174810945081,0.9970607127496687,1.016296779485677,0.2222074424931615
m-7qaxqvjwww9l,ADPE,ADAM,2015,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.264060890969299,0.4932357039199685,0.973108691126328,0.9999218865041396,0.21953569980210616
m-7qaxqvjwww9l,ADPE,ADAM,2016,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.240568371720127,0.5233512339151399,1.0191047438650216,1.0413555678419903,0.23306326366409483
m-7qaxqvjwww9l,ADPE,ADAM,2017,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.256627867896771,0.5688165693345067,1.030053644772659,1.060689225621071,0.2715517457900499
m-7qaxqvjwww9l,ADPE,ADAM,2018,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.2840151942750895,0.6259919291905501,1.0240422380817136,1.0603924327172944,0.273306605314271
m-7qaxqvjwww9l,ADPE,ADAM,2019,Adams Island,58.4.1,-66.5459,92.5486,1,1,0,0,6.310851208228067,0.6738426503655518,1.031891065922723,1.0658070662375856,0.27909325481249825
m-7qaxqvjwww9l,ADPE,ADAM,2020,Adams Island,58.4.1,-66.5459,92.5486,1,NA,0,NA,6.341755516732135,0.7286225347585582,NA,NA,NA
m-7qaxqvjwww9l,ADPE,ADAR,1970,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,11.903538318699596,0.9094551859222981,1.0337693218721222,1.0716178711522257,0.2793936437878396
m-7qaxqvjwww9l,ADPE,ADAR,1971,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,11.940001394650514,0.8669319953059124,1.0406339907357962,1.0744972781022577,0.2719226101972467
m-7qaxqvjwww9l,ADPE,ADAR,1972,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,11.98053826709153,0.8216261248240141,1.0405437680232463,1.0790213623309584,0.28268843374717734
m-7qaxqvjwww9l,ADPE,ADAR,1973,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.023692071902476,0.7716538374058879,1.0432056172326734,1.079888832129632,0.27629085852312946
m-7qaxqvjwww9l,ADPE,ADAR,1974,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.068686789634626,0.7176156065685443,1.0462090254205263,1.0791008656538559,0.2786238357865185
m-7qaxqvjwww9l,ADPE,ADAR,1975,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.112495841163701,0.6614519371227194,1.0386448121865728,1.0752107394155017,0.2791554504809332
m-7qaxqvjwww9l,ADPE,ADAR,1976,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.152361151727355,0.6014045445681696,1.0416633530643806,1.0733968627149473,0.2764260697982137
m-7qaxqvjwww9l,ADPE,ADAR,1977,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.19104719746983,0.5389484623710586,1.0334135817124113,1.0746427304210096,0.2843688079553156
m-7qaxqvjwww9l,ADPE,ADAR,1978,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.229600675008783,0.4683394058035056,1.011283054336117,1.0471931427770649,0.2721746679379438
m-7qaxqvjwww9l,ADPE,ADAR,1979,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.243832664081422,0.3965671067772443,1.0098997472945004,1.0438344916911355,0.27448510720009667
m-7qaxqvjwww9l,ADPE,ADAR,1980,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.253430683418951,0.3012067704679427,0.9960406910591388,1.0213609482014456,0.24118412474012624
m-7qaxqvjwww9l,ADPE,ADAR,1981,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.247417577583038,0.1993956158741389,1.0427179431739142,1.063639184606075,0.2086700137416548
m-7qaxqvjwww9l,ADPE,ADAR,1982,Cape Adare,88.1,-71.3063,170.1999,1,1,1,1,12.290296910843788,0.04913728631141108,1.1217773874770665,1.1237219293260015,0.07529570713250061
m-7qaxqvjwww9l,ADPE,ADAR,1983,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.40470480872475,0.0484834681534285,0.9989060629616965,1.0112239529858034,0.14935042535487605
m-7qaxqvjwww9l,ADPE,ADAR,1984,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.405117787567356,0.1498734546847187,0.9913243005006249,1.0031698683869368,0.15055108285554936
m-7qaxqvjwww9l,ADPE,ADAR,1985,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.39721479418274,0.15083722475983513,0.9995545791510605,1.0102864205131266,0.14959467658565098
m-7qaxqvjwww9l,ADPE,ADAR,1986,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.396579801182737,0.04974603903054158,1.1365585919033832,1.1445469640373092,0.14636319257080302
m-7qaxqvjwww9l,ADPE,ADAR,1987,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.52344909070368,0.12793220544144537,0.9812077746296755,0.9887357764068933,0.1271354295981426
m-7qaxqvjwww9l,ADPE,ADAR,1988,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.503925261554185,0.049258003108583574,0.8723064627075291,0.8788218491094357,0.11390907184263609
m-7qaxqvjwww9l,ADPE,ADAR,1989,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.366433784882476,0.1289326973931766,0.7335110154885006,0.7385521526680905,0.09546030446339053
m-7qaxqvjwww9l,ADPE,ADAR,1990,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.055082929503211,0.04921521765508478,1.2758693608174698,1.2892683599037673,0.16626608883331076
m-7qaxqvjwww9l,ADPE,ADAR,1991,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.300941595326504,0.1273855867891385,1.3378931994126546,1.3485363865060223,0.1711922247291107
m-7qaxqvjwww9l,ADPE,ADAR,1992,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.59197752005427,0.05004185346115267,0.957315886457877,0.9690320198829845,0.1550726433613206
m-7qaxqvjwww9l,ADPE,ADAR,1993,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.547865605695916,0.1644106061220072,1.1863654264774968,1.2045239680627051,0.19898702685306924
m-7qaxqvjwww9l,ADPE,ADAR,1994,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.720481797918778,0.20652268087502298,1.0664369916112202,1.0801579597724345,0.17819112021283076
m-7qaxqvjwww9l,ADPE,ADAR,1995,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.784146621533136,0.2176460689879851,0.9120367142107642,0.9243546045749218,0.15520909049483939
m-7qaxqvjwww9l,ADPE,ADAR,1996,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.691493249135823,0.2032733000319136,1.246947438156309,1.2645094078077097,0.2126664756911698
m-7qaxqvjwww9l,ADPE,ADAR,1997,Cape Adare,88.1,-71.3063,170.1999,1,1,0,1,12.91227179042613,0.17135376495298435,0.8321017285119692,0.8426011084062023,0.1418317731680647
m-7qaxqvjwww9l,ADPE,ADAR,1998,Cape Adare,88.1,-71.3063,170.1999,1,1,1,0,12.727078128083786,0.05072353489186058,1.2854781333437564,1.3065549920086112,0.2332226812127207
m-7qaxqvjwww9l,ADPE,ADAR,1999,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.97890580326011,0.18205282847019322,0.9113371550132491,0.9267220966491077,0.17036083682180195
m-7qaxqvjwww9l,ADPE,ADAR,2000,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.886244026037321,0.2399148122873913,0.7527354664024672,0.7646113510212919,0.1391122692818146
m-7qaxqvjwww9l,ADPE,ADAR,2001,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.601557552683813,0.2776902758843316,1.1170027146465544,1.131594823873384,0.19517745710908846
m-7qaxqvjwww9l,ADPE,ADAR,2002,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.710486552824346,0.30409566070967464,0.7474080128797733,0.759345509375955,0.13595100021973527
m-7qaxqvjwww9l,ADPE,ADAR,2003,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.419376750293178,0.3245597012608659,1.3438146245324774,1.3657988707096336,0.24416824468671752
m-7qaxqvjwww9l,ADPE,ADAR,2004,Cape Adare,88.1,-71.3063,170.1999,1,1,0,0,12.715429877526082,0.3371681072241797,1.2287321029941505,1.2470423875199967,0.21863503023595432
